"Faj";"Csorhossz";"Fogsag";"Csorhossz_kat";"csormeret_ujramert"
"1202";"kis_foldipinty";22.25;NA;"kicsi";"NA"
"1203";"nagy_foldipinty";33.05;NA;"kicsi";"NA"
"1204";"harkalypinty_fogs15";38.3475427092456;15;"nagy";"NA"
"1205";"harkalypinty";29.55;NA;"kicsi";"28"
"1206";"harkalypinty_fogs3";34.9369574131989;3;"kozepes";"NA"
"1207";"hegyescsoru_foldipinty";27.54;NA;"kicsi";"NA"
"1208";"hegyescsoru_foldipinty";24.07;NA;"kicsi";"NA"
"1209";"harkalypinty_fogs7";34.8694201848326;7;"kozepes";"NA"
"1210";"harkalypinty_fogs13";36.8656541898323;13;"kozepes";"NA"
"1211";"vegetarianus_pinty";15.8;NA;"kicsi";"NA"
"1212";"harkalypinty_fogs7";36.2555335765803;7;"kozepes";"NA"
"1213";"nagy_foldipinty";34.47;NA;"kozepes";"NA"
"1214";"harkalypinty_fogs15";40.4661722855888;15;"nagy";"NA"
"1215";"harkalypinty";30.64;NA;"kicsi";"31"
"1216";"vegetarianus_pinty";16.31;NA;"kicsi";"NA"
"1217";"harkalypinty_fogs7";33.3336308727771;7;"kicsi";"NA"
"1218";"harkalypinty_fogs1";34.96;1;"kozepes";"NA"
"1219";"harkalypinty";29.6;NA;"kicsi";"30"
"1220";"hegyescsoru_foldipinty";26.77;NA;"kicsi";"NA"
"1221";"harkalypinty_fogs11";38.4700801216981;11;"nagy";"NA"
"1222";"harkalypinty";29.13;NA;"kicsi";"28"
"1223";"kis_foldipinty";22.43;NA;"kicsi";"NA"
"1224";"nagy_foldipinty";31.63;NA;"kicsi";"NA"
"1225";"harkalypinty_fogs13";35.8195523403691;13;"kozepes";"NA"
"1226";"harkalypinty";28.14;NA;"kicsi";"30"
"1227";"harkalypinty_fogs3";33.7396851114165;3;"kicsi";"NA"
"1228";"harkalypinty_fogs9";34.6968941795471;9;"kozepes";"NA"
"1229";"harkalypinty_fogs1";33.35;1;"kicsi";"NA"
"1230";"kis_foldipinty";25.15;NA;"kicsi";"NA"
"1231";"harkalypinty_fogs9";37.4235769961462;9;"kozepes";"NA"
"1232";"harkalypinty_fogs11";39.9809360128616;11;"nagy";"NA"
"1233";"harkalypinty_fogs3";33.5001330661119;3;"kicsi";"NA"
"1234";"harkalypinty";29.09;NA;"kicsi";"30"
"1235";"harkalypinty_fogs13";38.5409242646939;13;"nagy";"NA"
"1236";"hegyescsoru_foldipinty";22.67;NA;"kicsi";"NA"
"1237";"harkalypinty_fogs11";39.098023741237;11;"nagy";"NA"
"1238";"harkalypinty_fogs9";37.8221775522644;9;"kozepes";"NA"
"1239";"nagy_foldipinty";32.08;NA;"kicsi";"NA"
"1240";"nagy_foldipinty";32.65;NA;"kicsi";"NA"
"1241";"hegyescsoru_foldipinty";24.03;NA;"kicsi";"NA"
"1242";"harkalypinty_fogs5";35.1318894997592;5;"kozepes";"NA"
"1243";"hegyescsoru_foldipinty";24.1;NA;"kicsi";"NA"
"1244";"nagy_foldipinty";31.42;NA;"kicsi";"NA"
"1245";"harkalypinty_fogs9";35.6507099823187;9;"kozepes";"NA"
"1246";"harkalypinty_fogs1";35.52;1;"kozepes";"NA"
"1247";"harkalypinty_fogs5";33.3726133094945;5;"kicsi";"NA"
"1248";"harkalypinty";28.73;NA;"kicsi";"30"
"1249";"harkalypinty_fogs1";34.13;1;"kozepes";"NA"
"1250";"hegyescsoru_foldipinty";20.51;NA;"kicsi";"NA"
"1251";"harkalypinty_fogs13";38.5162490492261;13;"nagy";"NA"
"1252";"harkalypinty_fogs15";39.250365131473;15;"nagy";"NA"
"1253";"harkalypinty_fogs1";32.34;1;"kicsi";"NA"
"1254";"harkalypinty_fogs9";35.9085713433961;9;"kozepes";"NA"
"1255";"harkalypinty_fogs3";35.8943860051573;3;"kozepes";"NA"
"1256";"harkalypinty_fogs7";37.1962390812868;7;"kozepes";"NA"
"1257";"nagy_foldipinty";32.03;NA;"kicsi";"NA"
"1258";"harkalypinty_fogs5";36.4561197428711;5;"kozepes";"NA"
"1259";"harkalypinty";27.85;NA;"kicsi";"31"
"1260";"harkalypinty_fogs11";35.6021685974626;11;"kozepes";"NA"
"1261";"vegetarianus_pinty";16.71;NA;"kicsi";"NA"
"1262";"vegetarianus_pinty";15.77;NA;"kicsi";"NA"
"1263";"harkalypinty_fogs13";37.5166769801274;13;"kozepes";"NA"
"1264";"kis_foldipinty";19.93;NA;"kicsi";"NA"
"1265";"harkalypinty";29.45;NA;"kicsi";"31"
"1266";"harkalypinty_fogs13";37.6155963626302;13;"kozepes";"NA"
"1267";"nagy_foldipinty";33.33;NA;"kicsi";"NA"
"1268";"harkalypinty_fogs5";35.0850173977345;5;"kozepes";"NA"
"1269";"harkalypinty_fogs1";34.3;1;"kozepes";"NA"
"1270";"harkalypinty";29.34;NA;"kicsi";"31"
"1271";"kis_foldipinty";21.78;NA;"kicsi";"NA"
"1272";"harkalypinty_fogs5";33.0318746703618;5;"kicsi";"NA"
"1273";"nagy_foldipinty";35.58;NA;"kozepes";"NA"
"1274";"harkalypinty_fogs13";37.8023557825847;13;"kozepes";"NA"
"1275";"harkalypinty_fogs13";36.7682220938522;13;"kozepes";"NA"
"1276";"harkalypinty_fogs9";37.1896725408252;9;"kozepes";"NA"
"1277";"vegetarianus_pinty";15.72;NA;"kicsi";"NA"
"1278";"harkalypinty_fogs7";35.0287736387184;7;"kozepes";"NA"
"1279";"harkalypinty_fogs1";33.42;1;"kicsi";"NA"
"1280";"harkalypinty_fogs3";35.3090044906079;3;"kozepes";"NA"
"1281";"nagy_foldipinty";31.76;NA;"kicsi";"NA"
"1282";"nagy_foldipinty";34.7;NA;"kozepes";"NA"
"1283";"harkalypinty_fogs1";35.47;1;"kozepes";"NA"
"1284";"harkalypinty_fogs13";38.1461994477192;13;"nagy";"NA"
"1285";"nagy_foldipinty";34.59;NA;"kozepes";"NA"
"1286";"harkalypinty_fogs13";40.5665774869406;13;"nagy";"NA"
"1287";"vegetarianus_pinty";16.33;NA;"kicsi";"NA"
"1288";"harkalypinty_fogs9";38.3882553649235;9;"nagy";"NA"
"1289";"vegetarianus_pinty";15.53;NA;"kicsi";"NA"
"1290";"kis_foldipinty";25.57;NA;"kicsi";"NA"
"1291";"harkalypinty_fogs5";34.6895939629943;5;"kozepes";"NA"
"1292";"harkalypinty_fogs7";34.3223938769352;7;"kozepes";"NA"
"1293";"kis_foldipinty";18.7;NA;"kicsi";"NA"
"1294";"harkalypinty_fogs9";36.9341779731634;9;"kozepes";"NA"
"1295";"harkalypinty_fogs13";40.6848218237241;13;"nagy";"NA"
"1296";"harkalypinty_fogs3";33.972290987772;3;"kicsi";"NA"
"1297";"harkalypinty_fogs15";39.8909426454438;15;"nagy";"NA"
"1298";"vegetarianus_pinty";16.07;NA;"kicsi";"NA"
"1299";"harkalypinty_fogs15";38.2080512250421;15;"nagy";"NA"
"1300";"harkalypinty_fogs13";38.5568867315828;13;"nagy";"NA"
"1301";"harkalypinty_fogs7";36.9968663789576;7;"kozepes";"NA"
"1302";"hegyescsoru_foldipinty";24.57;NA;"kicsi";"NA"
"1303";"vegetarianus_pinty";16.08;NA;"kicsi";"NA"
"1304";"harkalypinty_fogs13";38.220693356515;13;"nagy";"NA"
"1305";"harkalypinty_fogs3";36.0033466172388;3;"kozepes";"NA"
"1306";"harkalypinty_fogs5";33.872212593789;5;"kicsi";"NA"
"1307";"harkalypinty";28.83;NA;"kicsi";"29"
"1308";"harkalypinty";29.02;NA;"kicsi";"30"
"1309";"kis_foldipinty";18.82;NA;"kicsi";"NA"
"1310";"harkalypinty_fogs1";32.26;1;"kicsi";"NA"
"1311";"harkalypinty_fogs5";34.6265271609594;5;"kozepes";"NA"
"1312";"hegyescsoru_foldipinty";24.67;NA;"kicsi";"NA"
"1313";"hegyescsoru_foldipinty";20.12;NA;"kicsi";"NA"
"1314";"harkalypinty_fogs3";35.4194628611872;3;"kozepes";"NA"
"1315";"vegetarianus_pinty";16.35;NA;"kicsi";"NA"
"1316";"harkalypinty_fogs11";38.5831688401208;11;"nagy";"NA"
"1317";"harkalypinty";29.76;NA;"kicsi";"29"
"1318";"harkalypinty";28.95;NA;"kicsi";"31"
"1319";"harkalypinty";29;NA;"kicsi";"30"
"1320";"harkalypinty_fogs11";39.3941381179727;11;"nagy";"NA"
"1321";"vegetarianus_pinty";15.82;NA;"kicsi";"NA"
"1322";"harkalypinty_fogs11";38.1118932573699;11;"nagy";"NA"
"1323";"harkalypinty_fogs15";38.1389736787709;15;"nagy";"NA"
"1324";"harkalypinty_fogs11";37.1941553814164;11;"kozepes";"NA"
"1325";"harkalypinty_fogs3";34.8469064395099;3;"kozepes";"NA"
"1326";"harkalypinty_fogs3";34.7890933892556;3;"kozepes";"NA"
"1327";"harkalypinty_fogs1";33.08;1;"kicsi";"NA"
"1328";"harkalypinty_fogs9";37.0493316702017;9;"kozepes";"NA"
"1329";"harkalypinty_fogs7";35.5194773487719;7;"kozepes";"NA"
"1330";"harkalypinty_fogs1";34.49;1;"kozepes";"NA"
"1331";"harkalypinty";29.15;NA;"kicsi";"31"
"1332";"harkalypinty_fogs11";39.1704094852764;11;"nagy";"NA"
"1333";"harkalypinty_fogs3";35.3199711426403;3;"kozepes";"NA"
"1334";"harkalypinty_fogs3";32.5183495101702;3;"kicsi";"NA"
"1335";"harkalypinty_fogs15";37.955079203834;15;"kozepes";"NA"
"1336";"kis_foldipinty";24.62;NA;"kicsi";"NA"
"1337";"harkalypinty_fogs1";34.3;1;"kozepes";"NA"
"1338";"harkalypinty_fogs13";38.4437845765082;13;"nagy";"NA"
"1339";"harkalypinty_fogs5";37.1937129230869;5;"kozepes";"NA"
"1340";"harkalypinty_fogs15";39.5673321502171;15;"nagy";"NA"
"1341";"harkalypinty";30.89;NA;"kicsi";"30"
"1342";"harkalypinty_fogs5";36.0009192897469;5;"kozepes";"NA"
"1343";"harkalypinty_fogs1";33.82;1;"kicsi";"NA"
"1344";"harkalypinty_fogs11";36.6758425472081;11;"kozepes";"NA"
"1345";"harkalypinty_fogs11";38.356874062217;11;"nagy";"NA"
"1346";"hegyescsoru_foldipinty";27.2;NA;"kicsi";"NA"
"1347";"harkalypinty_fogs1";33.86;1;"kicsi";"NA"
"1348";"harkalypinty_fogs7";35.7084490924869;7;"kozepes";"NA"
"1349";"vegetarianus_pinty";16.8;NA;"kicsi";"NA"
"1350";"harkalypinty_fogs15";38.3375908474863;15;"nagy";"NA"
"1351";"harkalypinty_fogs5";34.1111088086694;5;"kozepes";"NA"
"1352";"kis_foldipinty";22.34;NA;"kicsi";"NA"
"1353";"harkalypinty_fogs15";38.168960041039;15;"nagy";"NA"
"1354";"nagy_foldipinty";32.64;NA;"kicsi";"NA"
"1355";"harkalypinty_fogs5";35.3782684938622;5;"kozepes";"NA"
"1356";"harkalypinty";28.05;NA;"kicsi";"32"
"1357";"harkalypinty";29.53;NA;"kicsi";"30"
"1358";"harkalypinty_fogs15";39.561810149544;15;"nagy";"NA"
"1359";"harkalypinty";27.91;NA;"kicsi";"29"
"1360";"harkalypinty_fogs15";39.157071822735;15;"nagy";"NA"
"1361";"kis_foldipinty";21.49;NA;"kicsi";"NA"
"1362";"harkalypinty_fogs1";35.38;1;"kozepes";"NA"
"1363";"harkalypinty_fogs7";36.8302152336046;7;"kozepes";"NA"
"1364";"vegetarianus_pinty";16.59;NA;"kicsi";"NA"
"1365";"vegetarianus_pinty";15.66;NA;"kicsi";"NA"
"1366";"kis_foldipinty";17.97;NA;"kicsi";"NA"
"1367";"harkalypinty";30.65;NA;"kicsi";"30"
"1368";"kis_foldipinty";23.01;NA;"kicsi";"NA"
"1369";"kis_foldipinty";23.57;NA;"kicsi";"NA"
"1370";"harkalypinty_fogs1";32.62;1;"kicsi";"NA"
"1371";"harkalypinty_fogs1";33.89;1;"kicsi";"NA"
"1372";"hegyescsoru_foldipinty";25.08;NA;"kicsi";"NA"
"1373";"harkalypinty_fogs9";36.8493371419952;9;"kozepes";"NA"
"1374";"kis_foldipinty";21.14;NA;"kicsi";"NA"
"1375";"harkalypinty_fogs13";39.1645907930488;13;"nagy";"NA"
"1376";"harkalypinty_fogs7";36.0410437916964;7;"kozepes";"NA"
"1377";"harkalypinty_fogs9";38.1458782397899;9;"nagy";"NA"
"1378";"harkalypinty_fogs15";39.324110640702;15;"nagy";"NA"
"1379";"harkalypinty_fogs13";39.6035463449131;13;"nagy";"NA"
"1380";"kis_foldipinty";25.45;NA;"kicsi";"NA"
"1381";"kis_foldipinty";24.63;NA;"kicsi";"NA"
"1382";"harkalypinty";30.84;NA;"kicsi";"32"
"1383";"kis_foldipinty";25.19;NA;"kicsi";"NA"
"1384";"nagy_foldipinty";30.79;NA;"kicsi";"NA"
"1385";"kis_foldipinty";21.17;NA;"kicsi";"NA"
"1386";"harkalypinty_fogs7";36.5679173968729;7;"kozepes";"NA"
"1387";"harkalypinty_fogs5";32.2247788814853;5;"kicsi";"NA"
"1388";"harkalypinty_fogs11";38.3429493203315;11;"nagy";"NA"
"1389";"harkalypinty_fogs13";37.8065234665215;13;"kozepes";"NA"
"1390";"hegyescsoru_foldipinty";23.89;NA;"kicsi";"NA"
"1391";"harkalypinty_fogs7";35.3570819140127;7;"kozepes";"NA"
"1392";"harkalypinty_fogs7";36.1464735236159;7;"kozepes";"NA"
"1393";"harkalypinty_fogs9";37.7819708693792;9;"kozepes";"NA"
"1394";"harkalypinty_fogs9";37.7202513226305;9;"kozepes";"NA"
"1395";"harkalypinty_fogs5";34.0110976368325;5;"kozepes";"NA"
"1396";"harkalypinty_fogs3";33.5806248981433;3;"kicsi";"NA"
"1397";"harkalypinty_fogs7";36.064438537649;7;"kozepes";"NA"
"1398";"kis_foldipinty";21.16;NA;"kicsi";"NA"
"1399";"harkalypinty_fogs15";39.055541687348;15;"nagy";"NA"
"1400";"harkalypinty_fogs3";33.3163761352094;3;"kicsi";"NA"
"1401";"harkalypinty_fogs13";37.7214194291474;13;"kozepes";"NA"
"1402";"harkalypinty_fogs3";33.7461761059871;3;"kicsi";"NA"
"1403";"harkalypinty";27.72;NA;"kicsi";"29"
"1404";"harkalypinty_fogs3";33.9522484371264;3;"kicsi";"NA"
"1405";"harkalypinty_fogs11";33.5892281821909;11;"kicsi";"NA"
"1406";"vegetarianus_pinty";15.74;NA;"kicsi";"NA"
"1407";"harkalypinty_fogs1";34.6;1;"kozepes";"NA"
"1408";"kis_foldipinty";24.24;NA;"kicsi";"NA"
"1409";"hegyescsoru_foldipinty";24.77;NA;"kicsi";"NA"
"1410";"harkalypinty_fogs9";37.6576263325385;9;"kozepes";"NA"
"1411";"harkalypinty_fogs11";37.9532647386132;11;"kozepes";"NA"
"1412";"harkalypinty_fogs13";38.5533903957248;13;"nagy";"NA"
"1413";"vegetarianus_pinty";16.02;NA;"kicsi";"NA"
"1414";"nagy_foldipinty";29.21;NA;"kicsi";"NA"
"1415";"harkalypinty_fogs7";36.5865053048375;7;"kozepes";"NA"
"1416";"harkalypinty_fogs3";34.6059998222416;3;"kozepes";"NA"
"1417";"hegyescsoru_foldipinty";25.17;NA;"kicsi";"NA"
"1418";"harkalypinty_fogs15";38.7753730458265;15;"nagy";"NA"
"1419";"harkalypinty_fogs11";38.2217085917681;11;"nagy";"NA"
"1420";"harkalypinty";28.14;NA;"kicsi";"29"
"1421";"harkalypinty_fogs11";39.5968363909367;11;"nagy";"NA"
"1422";"kis_foldipinty";20.58;NA;"kicsi";"NA"
"1423";"harkalypinty_fogs11";36.0810883124786;11;"kozepes";"NA"
"1424";"kis_foldipinty";23.22;NA;"kicsi";"NA"
"1425";"harkalypinty";29.65;NA;"kicsi";"30"
"1426";"harkalypinty_fogs9";39.1692308671872;9;"nagy";"NA"
"1427";"nagy_foldipinty";30.03;NA;"kicsi";"NA"
"1428";"harkalypinty_fogs9";37.0460058545311;9;"kozepes";"NA"
"1429";"vegetarianus_pinty";16.35;NA;"kicsi";"NA"
"1430";"harkalypinty_fogs15";39.3373808686948;15;"nagy";"NA"
"1431";"harkalypinty_fogs3";34.0949907441987;3;"kozepes";"NA"
"1432";"vegetarianus_pinty";15.92;NA;"kicsi";"NA"
"1433";"harkalypinty_fogs7";37.5748106329178;7;"kozepes";"NA"
"1434";"vegetarianus_pinty";16.15;NA;"kicsi";"NA"
"1435";"harkalypinty_fogs1";35.54;1;"kozepes";"NA"
"1436";"harkalypinty_fogs13";36.7103444582991;13;"kozepes";"NA"
"1437";"harkalypinty_fogs15";40.292037032307;15;"nagy";"NA"
"1438";"harkalypinty_fogs1";34.79;1;"kozepes";"NA"
"1439";"hegyescsoru_foldipinty";25.49;NA;"kicsi";"NA"
"1440";"harkalypinty_fogs1";33.72;1;"kicsi";"NA"
"1441";"harkalypinty";28.42;NA;"kicsi";"29"
"1442";"harkalypinty_fogs1";32.55;1;"kicsi";"NA"
"1443";"harkalypinty_fogs13";39.3651160886913;13;"nagy";"NA"
"1444";"nagy_foldipinty";32.75;NA;"kicsi";"NA"
"1445";"nagy_foldipinty";35.11;NA;"kozepes";"NA"
"1446";"harkalypinty_fogs5";36.3302955378681;5;"kozepes";"NA"
"1447";"vegetarianus_pinty";16.05;NA;"kicsi";"NA"
"1448";"kis_foldipinty";22.35;NA;"kicsi";"NA"
"1449";"kis_foldipinty";24.38;NA;"kicsi";"NA"
"1450";"nagy_foldipinty";32.19;NA;"kicsi";"NA"
"1451";"harkalypinty_fogs11";35.9311722675566;11;"kozepes";"NA"
"1452";"hegyescsoru_foldipinty";25.52;NA;"kicsi";"NA"
"1453";"harkalypinty_fogs5";33.8767181344099;5;"kicsi";"NA"
"1454";"harkalypinty_fogs1";33.32;1;"kicsi";"NA"
"1455";"harkalypinty_fogs1";32.9;1;"kicsi";"NA"
"1456";"harkalypinty_fogs15";39.8614659836223;15;"nagy";"NA"
"1457";"kis_foldipinty";22.62;NA;"kicsi";"NA"
"1458";"hegyescsoru_foldipinty";21.97;NA;"kicsi";"NA"
"1459";"kis_foldipinty";19.94;NA;"kicsi";"NA"
"1460";"harkalypinty_fogs13";38.3669297598598;13;"nagy";"NA"
"1461";"hegyescsoru_foldipinty";25.63;NA;"kicsi";"NA"
"1462";"vegetarianus_pinty";15.53;NA;"kicsi";"NA"
"1463";"harkalypinty_fogs15";39.1614945452816;15;"nagy";"NA"
"1464";"vegetarianus_pinty";16.43;NA;"kicsi";"NA"
"1465";"harkalypinty_fogs13";39.3733328137958;13;"nagy";"NA"
"1466";"hegyescsoru_foldipinty";25.53;NA;"kicsi";"NA"
"1467";"kis_foldipinty";20.09;NA;"kicsi";"NA"
"1468";"harkalypinty_fogs5";34.131943824739;5;"kozepes";"NA"
"1469";"harkalypinty_fogs13";39.9748413476355;13;"nagy";"NA"
"1470";"harkalypinty_fogs1";33.82;1;"kicsi";"NA"
"1471";"harkalypinty_fogs13";38.5901162896499;13;"nagy";"NA"
"1472";"harkalypinty_fogs5";35.8352554062735;5;"kozepes";"NA"
"1473";"vegetarianus_pinty";16.43;NA;"kicsi";"NA"
"1474";"harkalypinty_fogs1";32.09;1;"kicsi";"NA"
"1475";"harkalypinty_fogs7";35.3496270397808;7;"kozepes";"NA"
"1476";"nagy_foldipinty";31.09;NA;"kicsi";"NA"
"1477";"hegyescsoru_foldipinty";21.69;NA;"kicsi";"NA"
"1478";"hegyescsoru_foldipinty";25.02;NA;"kicsi";"NA"
"1479";"kis_foldipinty";18.85;NA;"kicsi";"NA"
"1480";"harkalypinty_fogs15";39.643240832232;15;"nagy";"NA"
"1481";"harkalypinty_fogs11";37.5360903328409;11;"kozepes";"NA"
"1482";"harkalypinty_fogs5";34.817538402257;5;"kozepes";"NA"
"1483";"harkalypinty";30.26;NA;"kicsi";"31"
"1484";"vegetarianus_pinty";15.15;NA;"kicsi";"NA"
"1485";"kis_foldipinty";23.33;NA;"kicsi";"NA"
"1486";"hegyescsoru_foldipinty";28.87;NA;"kicsi";"NA"
"1487";"harkalypinty";28.17;NA;"kicsi";"29"
"1488";"harkalypinty_fogs3";35.0737702618179;3;"kozepes";"NA"
"1489";"vegetarianus_pinty";16.41;NA;"kicsi";"NA"
"1490";"kis_foldipinty";23.74;NA;"kicsi";"NA"
"1491";"harkalypinty_fogs11";38.5476682260025;11;"nagy";"NA"
"1492";"harkalypinty";31.93;NA;"kicsi";"32"
"1493";"harkalypinty_fogs5";34.1113389711033;5;"kozepes";"NA"
"1494";"harkalypinty_fogs11";37.8049168659636;11;"kozepes";"NA"
"1495";"kis_foldipinty";21.93;NA;"kicsi";"NA"
"1496";"harkalypinty_fogs5";33.8897089427417;5;"kicsi";"NA"
"1497";"harkalypinty_fogs7";36.0515287062686;7;"kozepes";"NA"
"1498";"nagy_foldipinty";32.43;NA;"kicsi";"NA"
"1499";"vegetarianus_pinty";15.69;NA;"kicsi";"NA"
"1500";"harkalypinty_fogs5";34.2179040418641;5;"kozepes";"NA"
"1501";"harkalypinty_fogs1";33.17;1;"kicsi";"NA"
"1502";"harkalypinty_fogs11";37.551667240575;11;"kozepes";"NA"
"1503";"harkalypinty_fogs11";39.219178903285;11;"nagy";"NA"
"1504";"harkalypinty_fogs9";37.2103915170057;9;"kozepes";"NA"
"1505";"harkalypinty_fogs15";40.5848358580063;15;"nagy";"NA"
"1506";"harkalypinty_fogs15";40.2415677436709;15;"nagy";"NA"
"1507";"hegyescsoru_foldipinty";25.39;NA;"kicsi";"NA"
"1508";"harkalypinty_fogs1";34.41;1;"kozepes";"NA"
"1509";"vegetarianus_pinty";16.29;NA;"kicsi";"NA"
"1510";"harkalypinty_fogs5";35.4879495768092;5;"kozepes";"NA"
"1511";"harkalypinty_fogs11";38.6649991652753;11;"nagy";"NA"
"1512";"harkalypinty_fogs7";34.9149231295312;7;"kozepes";"NA"
"1513";"harkalypinty_fogs9";37.1773859029103;9;"kozepes";"NA"
"1514";"harkalypinty_fogs13";35.3591093852362;13;"kozepes";"NA"
"1515";"harkalypinty_fogs15";41.0073605484008;15;"nagy";"NA"
"1516";"harkalypinty_fogs13";38.1236459791583;13;"nagy";"NA"
"1517";"harkalypinty_fogs7";34.2315346297224;7;"kozepes";"NA"
"1518";"hegyescsoru_foldipinty";25.11;NA;"kicsi";"NA"
"1519";"harkalypinty_fogs11";37.1887561819494;11;"kozepes";"NA"
"1520";"harkalypinty_fogs1";33.07;1;"kicsi";"NA"
"1521";"harkalypinty";28.64;NA;"kicsi";"31"
"1522";"harkalypinty_fogs9";35.7596899860777;9;"kozepes";"NA"
"1523";"harkalypinty_fogs5";35.8100971476722;5;"kozepes";"NA"
"1524";"harkalypinty_fogs5";35.7002788510579;5;"kozepes";"NA"
"1525";"harkalypinty_fogs13";38.5923581584504;13;"nagy";"NA"
"1526";"harkalypinty";29.29;NA;"kicsi";"28"
"1527";"kis_foldipinty";23.08;NA;"kicsi";"NA"
"1528";"kis_foldipinty";25.01;NA;"kicsi";"NA"
"1529";"harkalypinty_fogs11";37.5735041525134;11;"kozepes";"NA"
"1530";"vegetarianus_pinty";15.37;NA;"kicsi";"NA"
"1531";"harkalypinty_fogs11";35.193925736901;11;"kozepes";"NA"
"1532";"harkalypinty_fogs7";37.1555805530483;7;"kozepes";"NA"
"1533";"kis_foldipinty";22.33;NA;"kicsi";"NA"
"1534";"harkalypinty";28.37;NA;"kicsi";"30"
"1535";"harkalypinty_fogs9";36.7053382031135;9;"kozepes";"NA"
"1536";"harkalypinty_fogs1";32.9;1;"kicsi";"NA"
"1537";"harkalypinty_fogs3";34.9030222056722;3;"kozepes";"NA"
"1538";"vegetarianus_pinty";16.45;NA;"kicsi";"NA"
"1539";"hegyescsoru_foldipinty";25.77;NA;"kicsi";"NA"
"1540";"vegetarianus_pinty";15.97;NA;"kicsi";"NA"
"1541";"harkalypinty_fogs5";35.1818844622142;5;"kozepes";"NA"
"1542";"kis_foldipinty";24.28;NA;"kicsi";"NA"
"1543";"harkalypinty_fogs15";38.5289930139428;15;"nagy";"NA"
"1544";"nagy_foldipinty";32.54;NA;"kicsi";"NA"
"1545";"harkalypinty_fogs5";34.1593441813391;5;"kozepes";"NA"
"1546";"harkalypinty_fogs3";33.7864140690519;3;"kicsi";"NA"
"1547";"harkalypinty";27.22;NA;"kicsi";"30"
"1548";"harkalypinty_fogs3";33.4431441350781;3;"kicsi";"NA"
"1549";"harkalypinty_fogs13";39.3362838287067;13;"nagy";"NA"
"1550";"harkalypinty_fogs1";35.4;1;"kozepes";"NA"
"1551";"harkalypinty_fogs13";37.1779748328712;13;"kozepes";"NA"
"1552";"kis_foldipinty";22.33;NA;"kicsi";"NA"
"1553";"kis_foldipinty";25.98;NA;"kicsi";"NA"
"1554";"harkalypinty_fogs11";36.34786581829;11;"kozepes";"NA"
"1555";"vegetarianus_pinty";15.73;NA;"kicsi";"NA"
"1556";"hegyescsoru_foldipinty";25.01;NA;"kicsi";"NA"
"1557";"kis_foldipinty";22.17;NA;"kicsi";"NA"
"1558";"harkalypinty_fogs9";38.1739068151425;9;"nagy";"NA"
"1559";"harkalypinty_fogs11";38.0748938541269;11;"nagy";"NA"
"1560";"harkalypinty_fogs7";34.5978931877139;7;"kozepes";"NA"
"1561";"harkalypinty_fogs15";40.1468362023307;15;"nagy";"NA"
"1562";"kis_foldipinty";20.3;NA;"kicsi";"NA"
"1563";"harkalypinty";28.29;NA;"kicsi";"31"
"1564";"vegetarianus_pinty";15.69;NA;"kicsi";"NA"
"1565";"harkalypinty_fogs13";36.4394252615998;13;"kozepes";"NA"
"1566";"harkalypinty_fogs3";32.9942761976934;3;"kicsi";"NA"
"1567";"harkalypinty_fogs1";34.84;1;"kozepes";"NA"
"1568";"harkalypinty_fogs1";31.9;1;"kicsi";"NA"
"1569";"nagy_foldipinty";35.87;NA;"kozepes";"NA"
"1570";"harkalypinty_fogs3";34.6084824427089;3;"kozepes";"NA"
"1571";"harkalypinty_fogs15";41.3636414446585;15;"nagy";"NA"
"1572";"harkalypinty_fogs7";36.460330444643;7;"kozepes";"NA"
"1573";"harkalypinty_fogs11";39.0933620392275;11;"nagy";"NA"
"1574";"harkalypinty";29.88;NA;"kicsi";"31"
"1575";"hegyescsoru_foldipinty";21.63;NA;"kicsi";"NA"
"1576";"harkalypinty";30.27;NA;"kicsi";"30"
"1577";"nagy_foldipinty";32.57;NA;"kicsi";"NA"
"1578";"harkalypinty";29.42;NA;"kicsi";"30"
"1579";"harkalypinty_fogs7";36.3092671762014;7;"kozepes";"NA"
"1580";"harkalypinty_fogs5";35.2000654050998;5;"kozepes";"NA"
"1581";"kis_foldipinty";19.76;NA;"kicsi";"NA"
"1582";"harkalypinty_fogs11";37.5494480973854;11;"kozepes";"NA"
"1583";"harkalypinty_fogs11";40.2769824959355;11;"nagy";"NA"
"1584";"harkalypinty_fogs15";38.6642848865561;15;"nagy";"NA"
"1585";"nagy_foldipinty";29.62;NA;"kicsi";"NA"
"1586";"vegetarianus_pinty";15.03;NA;"kicsi";"NA"
"1587";"harkalypinty_fogs5";36.1518454065654;5;"kozepes";"NA"
"1588";"harkalypinty_fogs3";35.6209434773503;3;"kozepes";"NA"
"1589";"harkalypinty_fogs13";36.9145780178839;13;"kozepes";"NA"
"1590";"harkalypinty_fogs15";37.9931741698053;15;"kozepes";"NA"
"1591";"kis_foldipinty";19.29;NA;"kicsi";"NA"
"1592";"harkalypinty";27.38;NA;"kicsi";"30"
"1593";"harkalypinty_fogs5";34.1253152273978;5;"kozepes";"NA"
"1594";"nagy_foldipinty";33.42;NA;"kicsi";"NA"
"1595";"harkalypinty_fogs3";35.208674179473;3;"kozepes";"NA"
"1596";"harkalypinty_fogs3";35.9432109910202;3;"kozepes";"NA"
"1597";"nagy_foldipinty";35.2;NA;"kozepes";"NA"
